,Name,Path,Class
23919,Казахстан,HKR_dataset/img/10_0_159.jpg,0
24181,Казахстан,HKR_dataset/img/10_0_343.jpg,0
24250,Казахстан,HKR_dataset/img/11_2_35.jpg,0
24325,Казахстан,HKR_dataset/img/10_0_385.jpg,0
24415,Казахстан,HKR_dataset/img/11_2_29.jpg,0
24477,Казахстан,HKR_dataset/img/10_0_188.jpg,0
24511,Казахстан,HKR_dataset/img/10_0_77.jpg,0
24586,Казахстан,HKR_dataset/img/10_0_43.jpg,0
24610,Казахстан,HKR_dataset/img/10_0_170.jpg,0
24660,Казахстан,HKR_dataset/img/10_0_361.jpg,0
24841,Казахстан,HKR_dataset/img/10_0_464.jpg,0
24919,Казахстан,HKR_dataset/img/10_0_209.jpg,0
25192,Казахстан,HKR_dataset/img/11_2_1.jpg,0
25448,Казахстан,HKR_dataset/img/10_0_14.jpg,0
25548,Казахстан,HKR_dataset/img/10_0_414.jpg,0
25682,Казахстан,HKR_dataset/img/10_0_134.jpg,0
26034,Казахстан,HKR_dataset/img/10_0_150.jpg,0
26282,Казахстан,HKR_dataset/img/10_0_31.jpg,0
26311,Казахстан,HKR_dataset/img/10_0_370.jpg,0
26312,Казахстан,HKR_dataset/img/10_0_445.jpg,0
26370,Казахстан,HKR_dataset/img/10_0_174.jpg,0
26386,Казахстан,HKR_dataset/img/10_0_303.jpg,0
26542,Казахстан,HKR_dataset/img/11_2_37.jpg,0
26708,Казахстан,HKR_dataset/img/11_2_38.jpg,0
27086,Казахстан,HKR_dataset/img/10_0_63.jpg,0
27416,Казахстан,HKR_dataset/img/10_0_374.jpg,0
27464,Казахстан,HKR_dataset/img/10_0_247.jpg,0
27673,Казахстан,HKR_dataset/img/10_0_416.jpg,0
27732,Казахстан,HKR_dataset/img/10_0_375.jpg,0
27764,Казахстан,HKR_dataset/img/11_2_9.jpg,0
27808,Казахстан,HKR_dataset/img/10_0_300.jpg,0
27853,Казахстан,HKR_dataset/img/10_0_99.jpg,0
27886,Казахстан,HKR_dataset/img/10_0_371.jpg,0
28036,Казахстан,HKR_dataset/img/10_0_58.jpg,0
28042,Казахстан,HKR_dataset/img/10_0_314.jpg,0
28159,Казахстан,HKR_dataset/img/10_0_354.jpg,0
28249,Казахстан,HKR_dataset/img/10_0_172.jpg,0
28271,Казахстан,HKR_dataset/img/10_0_186.jpg,0
28282,Казахстан,HKR_dataset/img/11_2_25.jpg,0
28363,Казахстан,HKR_dataset/img/10_0_199.jpg,0
28527,Казахстан,HKR_dataset/img/10_0_158.jpg,0
28654,Казахстан,HKR_dataset/img/10_0_53.jpg,0
28695,Казахстан,HKR_dataset/img/10_0_46.jpg,0
28727,Казахстан,HKR_dataset/img/11_2_65.jpg,0
28847,Казахстан,HKR_dataset/img/11_2_64.jpg,0
28878,Казахстан,HKR_dataset/img/10_0_118.jpg,0
29050,Казахстан,HKR_dataset/img/10_0_117.jpg,0
29142,Казахстан,HKR_dataset/img/10_0_113.jpg,0
29157,Казахстан,HKR_dataset/img/10_0_229.jpg,0
29314,Казахстан,HKR_dataset/img/10_0_297.jpg,0
29424,Казахстан,HKR_dataset/img/10_0_220.jpg,0
29592,Казахстан,HKR_dataset/img/11_2_26.jpg,0
29633,Казахстан,HKR_dataset/img/10_0_402.jpg,0
29864,Казахстан,HKR_dataset/img/10_0_233.jpg,0
30477,Казахстан,HKR_dataset/img/10_0_202.jpg,0
30684,Казахстан,HKR_dataset/img/10_0_121.jpg,0
30867,Казахстан,HKR_dataset/img/11_2_43_.jpg,0
30935,Казахстан,HKR_dataset/img/10_0_225.jpg,0
31590,Казахстан,HKR_dataset/img/10_0_173.jpg,0
31721,Казахстан,HKR_dataset/img/10_0_254.jpg,0
31894,Казахстан,HKR_dataset/img/10_0_265.jpg,0
32013,Казахстан,HKR_dataset/img/10_0_263.jpg,0
32097,Казахстан,HKR_dataset/img/11_2_40.jpg,0
32158,Казахстан,HKR_dataset/img/10_0_68.jpg,0
32498,Казахстан,HKR_dataset/img/10_0_251.jpg,0
32719,Казахстан,HKR_dataset/img/10_0_201.jpg,0
32740,Казахстан,HKR_dataset/img/10_0_198.jpg,0
32754,Казахстан,HKR_dataset/img/10_0_135.jpg,0
32971,Казахстан,HKR_dataset/img/10_0_142.jpg,0
33639,Казахстан,HKR_dataset/img/10_0_7.jpg,0
33725,Казахстан,HKR_dataset/img/10_0_156.jpg,0
33747,Казахстан,HKR_dataset/img/10_0_308.jpg,0
34403,Казахстан,HKR_dataset/img/11_2_45.jpg,0
34484,Казахстан,HKR_dataset/img/10_0_154.jpg,0
34519,Казахстан,HKR_dataset/img/10_0_260.jpg,0
34606,Казахстан,HKR_dataset/img/10_0_193.jpg,0
34704,Казахстан,HKR_dataset/img/10_0_34.jpg,0
34853,Казахстан,HKR_dataset/img/11_2_24.jpg,0
34896,Казахстан,HKR_dataset/img/10_0_418.jpg,0
34973,Казахстан,HKR_dataset/img/10_0_214.jpg,0
35012,Казахстан,HKR_dataset/img/10_0_103.jpg,0
35116,Казахстан,HKR_dataset/img/10_0_441.jpg,0
35141,Казахстан,HKR_dataset/img/10_0_406.jpg,0
35166,Казахстан,HKR_dataset/img/11_2_61.jpg,0
35259,Казахстан,HKR_dataset/img/10_0_41.jpg,0
35348,Казахстан,HKR_dataset/img/10_0_227.jpg,0
35562,Казахстан,HKR_dataset/img/10_0_278.jpg,0
35681,Казахстан,HKR_dataset/img/10_0_51.jpg,0
35915,Казахстан,HKR_dataset/img/10_0_120.jpg,0
35933,Казахстан,HKR_dataset/img/10_0_143.jpg,0
36058,Казахстан,HKR_dataset/img/10_0_222.jpg,0
36248,Казахстан,HKR_dataset/img/10_0_287.jpg,0
36287,Казахстан,HKR_dataset/img/10_0_32.jpg,0
36357,Казахстан,HKR_dataset/img/10_0_409.jpg,0
36423,Казахстан,HKR_dataset/img/10_0_122.jpg,0
36445,Казахстан,HKR_dataset/img/10_0_350.jpg,0
36598,Казахстан,HKR_dataset/img/10_0_336.jpg,0
36987,Казахстан,HKR_dataset/img/10_0_413.jpg,0
37260,Казахстан,HKR_dataset/img/10_0_246.jpg,0
37314,Казахстан,HKR_dataset/img/10_0_353.jpg,0
37447,Казахстан,HKR_dataset/img/10_0_104.jpg,0
37464,Казахстан,HKR_dataset/img/10_0_44.jpg,0
37512,Казахстан,HKR_dataset/img/11_2_21.jpg,0
37559,Казахстан,HKR_dataset/img/10_0_69.jpg,0
37607,Казахстан,HKR_dataset/img/10_0_340.jpg,0
37654,Казахстан,HKR_dataset/img/10_0_379.jpg,0
37761,Казахстан,HKR_dataset/img/10_0_62.jpg,0
37805,Казахстан,HKR_dataset/img/10_0_125.jpg,0
37840,Казахстан,HKR_dataset/img/10_0_290.jpg,0
37975,Казахстан,HKR_dataset/img/10_0_394.jpg,0
37984,Казахстан,HKR_dataset/img/10_0_151.jpg,0
38050,Казахстан,HKR_dataset/img/10_0_216.jpg,0
38467,Казахстан,HKR_dataset/img/11_2_47.jpg,0
38632,Казахстан,HKR_dataset/img/10_0_75.jpg,0
38707,Казахстан,HKR_dataset/img/10_0_84.jpg,0
38723,Казахстан,HKR_dataset/img/10_0_366.jpg,0
38761,Казахстан,HKR_dataset/img/10_0_15.jpg,0
38817,Казахстан,HKR_dataset/img/10_0_180.jpg,0
38819,Казахстан,HKR_dataset/img/10_0_388.jpg,0
39054,Казахстан,HKR_dataset/img/10_0_369.jpg,0
39127,Казахстан,HKR_dataset/img/10_0_57.jpg,0
39138,Казахстан,HKR_dataset/img/10_0_22.jpg,0
39374,Казахстан,HKR_dataset/img/11_2_4.jpg,0
39378,Казахстан,HKR_dataset/img/10_0_338.jpg,0
39399,Казахстан,HKR_dataset/img/10_0_367.jpg,0
39460,Казахстан,HKR_dataset/img/10_0_131.jpg,0
39464,Казахстан,HKR_dataset/img/10_0_302.jpg,0
39871,Казахстан,HKR_dataset/img/10_0_327.jpg,0
40054,Казахстан,HKR_dataset/img/10_0_162.jpg,0
40212,Казахстан,HKR_dataset/img/10_0_6.jpg,0
40275,Казахстан,HKR_dataset/img/10_0_444.jpg,0
40333,Казахстан,HKR_dataset/img/10_0_335.jpg,0
40387,Казахстан,HKR_dataset/img/10_0_412.jpg,0
40432,Казахстан,HKR_dataset/img/10_0_223.jpg,0
40471,Казахстан,HKR_dataset/img/10_0_211.jpg,0
40531,Казахстан,HKR_dataset/img/10_0_18.jpg,0
40928,Казахстан,HKR_dataset/img/10_0_357.jpg,0
40995,Казахстан,HKR_dataset/img/10_0_12.jpg,0
41062,Казахстан,HKR_dataset/img/10_0_252.jpg,0
41284,Казахстан,HKR_dataset/img/11_2_39.jpg,0
41501,Казахстан,HKR_dataset/img/10_0_178.jpg,0
41579,Казахстан,HKR_dataset/img/10_0_234.jpg,0
41681,Казахстан,HKR_dataset/img/10_0_95.jpg,0
41910,Казахстан,HKR_dataset/img/11_2_19.jpg,0
42029,Казахстан,HKR_dataset/img/10_0_403.jpg,0
42032,Казахстан,HKR_dataset/img/11_2_14.jpg,0
42164,Казахстан,HKR_dataset/img/10_0_109.jpg,0
42614,Казахстан,HKR_dataset/img/11_2_27.jpg,0
42674,Казахстан,HKR_dataset/img/10_0_111.jpg,0
42681,Казахстан,HKR_dataset/img/11_2_22.jpg,0
42769,Казахстан,HKR_dataset/img/10_0_352.jpg,0
43258,Казахстан,HKR_dataset/img/10_0_219.jpg,0
43471,Казахстан,HKR_dataset/img/10_0_38.jpg,0
43620,Казахстан,HKR_dataset/img/11_2_31.jpg,0
43745,Казахстан,HKR_dataset/img/11_2_30.jpg,0
43793,Казахстан,HKR_dataset/img/10_0_411.jpg,0
44136,Казахстан,HKR_dataset/img/10_0_439.jpg,0
44138,Казахстан,HKR_dataset/img/11_2_7.jpg,0
44256,Казахстан,HKR_dataset/img/10_0_230.jpg,0
44335,Казахстан,HKR_dataset/img/10_0_8.jpg,0
44776,Казахстан,HKR_dataset/img/10_0_189.jpg,0
44777,Казахстан,HKR_dataset/img/10_0_28.jpg,0
44835,Казахстан,HKR_dataset/img/10_0_90.jpg,0
44956,Казахстан,HKR_dataset/img/11_2_51.jpg,0
45091,Казахстан,HKR_dataset/img/10_0_153.jpg,0
45211,Казахстан,HKR_dataset/img/10_0_248.jpg,0
45258,Казахстан,HKR_dataset/img/11_2_6.jpg,0
45267,Казахстан,HKR_dataset/img/10_0_72.jpg,0
45505,Казахстан,HKR_dataset/img/10_0_210.jpg,0
45540,Казахстан,HKR_dataset/img/11_2_54.jpg,0
45704,Казахстан,HKR_dataset/img/10_0_165.jpg,0
45708,Казахстан,HKR_dataset/img/10_0_399.jpg,0
45774,Казахстан,HKR_dataset/img/11_2_8.jpg,0
45786,Казахстан,HKR_dataset/img/10_0_218.jpg,0
45907,Казахстан,HKR_dataset/img/11_2_32.jpg,0
45938,Казахстан,HKR_dataset/img/10_0_380.jpg,0
45987,Казахстан,HKR_dataset/img/10_0_40.jpg,0
46030,Казахстан,HKR_dataset/img/10_0_322.jpg,0
46287,Казахстан,HKR_dataset/img/10_0_163.jpg,0
46355,Казахстан,HKR_dataset/img/10_0_268.jpg,0
46456,Казахстан,HKR_dataset/img/11_2_56.jpg,0
46597,Казахстан,HKR_dataset/img/11_2_46.jpg,0
46653,Казахстан,HKR_dataset/img/10_0_259.jpg,0
46826,Казахстан,HKR_dataset/img/10_0_108.jpg,0
46886,Казахстан,HKR_dataset/img/10_0_430.jpg,0
47032,Казахстан,HKR_dataset/img/10_0_435.jpg,0
47083,Казахстан,HKR_dataset/img/10_0_425.jpg,0
47264,Казахстан,HKR_dataset/img/10_0_140.jpg,0
47268,Казахстан,HKR_dataset/img/10_0_196.jpg,0
47523,Казахстан,HKR_dataset/img/10_0_215.jpg,0
47696,Казахстан,HKR_dataset/img/10_0_355.jpg,0
47720,Казахстан,HKR_dataset/img/10_0_26.jpg,0
47809,Казахстан,HKR_dataset/img/10_0_456.jpg,0
47932,Казахстан,HKR_dataset/img/10_0_364.jpg,0
47946,Казахстан,HKR_dataset/img/10_0_256.jpg,0
47953,Казахстан,HKR_dataset/img/10_0_177.jpg,0
48362,Казахстан,HKR_dataset/img/10_0_258.jpg,0
48384,Казахстан,HKR_dataset/img/10_0_241.jpg,0
48418,Казахстан,HKR_dataset/img/10_0_61.jpg,0
48556,Казахстан,HKR_dataset/img/10_0_269.jpg,0
48558,Казахстан,HKR_dataset/img/10_0_351.jpg,0
48751,Казахстан,HKR_dataset/img/10_0_417.jpg,0
48820,Казахстан,HKR_dataset/img/10_0_462.jpg,0
49034,Казахстан,HKR_dataset/img/10_0_127.jpg,0
49365,Казахстан,HKR_dataset/img/10_0_166.jpg,0
49476,Казахстан,HKR_dataset/img/10_0_245.jpg,0
49624,Казахстан,HKR_dataset/img/10_0_115.jpg,0
49920,Казахстан,HKR_dataset/img/10_0_101.jpg,0
50133,Казахстан,HKR_dataset/img/10_0_320.jpg,0
50413,Казахстан,HKR_dataset/img/10_0_296.jpg,0
50430,Казахстан,HKR_dataset/img/10_0_458.jpg,0
50573,Казахстан,HKR_dataset/img/10_0_298.jpg,0
50701,Казахстан,HKR_dataset/img/10_0_9.jpg,0
50763,Казахстан,HKR_dataset/img/11_2_2_.jpg,0
50859,Казахстан,HKR_dataset/img/10_0_228.jpg,0
50942,Казахстан,HKR_dataset/img/10_0_42.jpg,0
51149,Казахстан,HKR_dataset/img/10_0_160.jpg,0
51381,Казахстан,HKR_dataset/img/10_0_460.jpg,0
51416,Казахстан,HKR_dataset/img/10_0_386.jpg,0
51438,Казахстан,HKR_dataset/img/10_0_326.jpg,0
51439,Казахстан,HKR_dataset/img/11_2_0.jpg,0
51597,Казахстан,HKR_dataset/img/10_0_13.jpg,0
52039,Казахстан,HKR_dataset/img/10_0_235.jpg,0
52064,Казахстан,HKR_dataset/img/10_0_82.jpg,0
52075,Казахстан,HKR_dataset/img/10_0_197.jpg,0
52120,Казахстан,HKR_dataset/img/10_0_146.jpg,0
52138,Казахстан,HKR_dataset/img/10_0_432.jpg,0
52139,Казахстан,HKR_dataset/img/10_0_157.jpg,0
52194,Казахстан,HKR_dataset/img/11_2_12.jpg,0
52247,Казахстан,HKR_dataset/img/11_2_16.jpg,0
52268,Казахстан,HKR_dataset/img/10_0_294.jpg,0
52316,Казахстан,HKR_dataset/img/11_2_67.jpg,0
52507,Казахстан,HKR_dataset/img/10_0_410.jpg,0
52628,Казахстан,HKR_dataset/img/10_0_390.jpg,0
52749,Казахстан,HKR_dataset/img/10_0_286.jpg,0
52802,Казахстан,HKR_dataset/img/10_0_465.jpg,0
53017,Казахстан,HKR_dataset/img/10_0_231.jpg,0
53092,Казахстан,HKR_dataset/img/10_0_21.jpg,0
53446,Казахстан,HKR_dataset/img/10_0_373.jpg,0
53637,Казахстан,HKR_dataset/img/10_0_266.jpg,0
53735,Казахстан,HKR_dataset/img/10_0_236.jpg,0
53824,Казахстан,HKR_dataset/img/10_0_253.jpg,0
54005,Казахстан,HKR_dataset/img/11_2_53.jpg,0
54023,Казахстан,HKR_dataset/img/11_2_23.jpg,0
54071,Казахстан,HKR_dataset/img/10_0_67.jpg,0
54127,Казахстан,HKR_dataset/img/10_0_390_.jpg,0
54282,Казахстан,HKR_dataset/img/11_2_52.jpg,0
54384,Казахстан,HKR_dataset/img/10_0_470.jpg,0
54385,Казахстан,HKR_dataset/img/10_0_11.jpg,0
54926,Казахстан,HKR_dataset/img/10_0_255.jpg,0
54944,Казахстан,HKR_dataset/img/10_0_315.jpg,0
55406,Казахстан,HKR_dataset/img/10_0_33.jpg,0
55542,Казахстан,HKR_dataset/img/10_0_124.jpg,0
55580,Казахстан,HKR_dataset/img/10_0_133.jpg,0
55771,Казахстан,HKR_dataset/img/10_0_282.jpg,0
55921,Казахстан,HKR_dataset/img/11_2_44.jpg,0
56064,Казахстан,HKR_dataset/img/10_0_400.jpg,0
56152,Казахстан,HKR_dataset/img/10_0_426.jpg,0
56253,Казахстан,HKR_dataset/img/10_0_359.jpg,0
56317,Казахстан,HKR_dataset/img/10_0_272.jpg,0
56629,Казахстан,HKR_dataset/img/10_0_206.jpg,0
56644,Казахстан,HKR_dataset/img/10_0_398.jpg,0
56900,Казахстан,HKR_dataset/img/10_0_420.jpg,0
56998,Казахстан,HKR_dataset/img/10_0_429.jpg,0
57476,Казахстан,HKR_dataset/img/11_2_28.jpg,0
57498,Казахстан,HKR_dataset/img/10_0_4.jpg,0
57596,Казахстан,HKR_dataset/img/10_0_132.jpg,0
58438,Казахстан,HKR_dataset/img/10_0_450.jpg,0
58472,Казахстан,HKR_dataset/img/10_0_301.jpg,0
58501,Казахстан,HKR_dataset/img/10_0_130.jpg,0
58662,Казахстан,HKR_dataset/img/10_0_1.jpg,0
58725,Казахстан,HKR_dataset/img/10_0_167.jpg,0
59050,Казахстан,HKR_dataset/img/11_2_20.jpg,0
59317,Казахстан,HKR_dataset/img/10_0_389.jpg,0
59505,Казахстан,HKR_dataset/img/10_0_164.jpg,0
59576,Казахстан,HKR_dataset/img/10_0_92.jpg,0
59615,Казахстан,HKR_dataset/img/10_0_285.jpg,0
59703,Казахстан,HKR_dataset/img/10_0_281.jpg,0
59916,Казахстан,HKR_dataset/img/10_0_194.jpg,0
60063,Казахстан,HKR_dataset/img/11_2_55.jpg,0
60420,Казахстан,HKR_dataset/img/10_0_468.jpg,0
60521,Казахстан,HKR_dataset/img/10_0_304.jpg,0
60574,Казахстан,HKR_dataset/img/10_0_70.jpg,0
60671,Казахстан,HKR_dataset/img/10_0_89.jpg,0
60833,Казахстан,HKR_dataset/img/10_0_447.jpg,0
60891,Казахстан,HKR_dataset/img/10_0_242.jpg,0
61047,Казахстан,HKR_dataset/img/11_2_66.jpg,0
61145,Казахстан,HKR_dataset/img/10_0_208.jpg,0
61208,Казахстан,HKR_dataset/img/10_0_238.jpg,0
61323,Казахстан,HKR_dataset/img/10_0_342.jpg,0
61343,Казахстан,HKR_dataset/img/10_0_37.jpg,0
61651,Казахстан,HKR_dataset/img/10_0_168.jpg,0
61944,Казахстан,HKR_dataset/img/10_0_141.jpg,0
62205,Казахстан,HKR_dataset/img/10_0_56.jpg,0
62799,Казахстан,HKR_dataset/img/11_2_34.jpg,0
62814,Казахстан,HKR_dataset/img/10_0_440.jpg,0
62966,Казахстан,HKR_dataset/img/10_0_74.jpg,0
63174,Казахстан,HKR_dataset/img/10_0_436.jpg,0
63365,Казахстан,HKR_dataset/img/10_0_204.jpg,0
63418,Казахстан,HKR_dataset/img/10_0_3.jpg,0
63574,Казахстан,HKR_dataset/img/10_0_452.jpg,0
63728,Казахстан,HKR_dataset/img/10_0_341.jpg,0
63995,Казахстан,HKR_dataset/img/10_0_129.jpg,0
64313,Казахстан,HKR_dataset/img/10_0_49.jpg,0
64337,Казахстан,HKR_dataset/img/11_2_68.jpg,0
64346,Казахстан,HKR_dataset/img/10_0_87.jpg,0
64384,Казахстан,HKR_dataset/img/10_0_344.jpg,0
64509,Казахстан,HKR_dataset/img/10_0_288.jpg,0
64722,Казахстан,HKR_dataset/img/10_0_176.jpg,0
64845,Казахстан,HKR_dataset/img/10_0_10.jpg,0
361,Шымкент,HKR_dataset/img/10_20_227.jpg,0
533,Шымкент,HKR_dataset/img/10_20_140.jpg,0
742,Шымкент,HKR_dataset/img/10_20_151.jpg,0
759,Шымкент,HKR_dataset/img/10_20_15.jpg,0
901,Шымкент,HKR_dataset/img/10_20_205.jpg,0
976,Шымкент,HKR_dataset/img/10_20_435.jpg,0
979,Шымкент,HKR_dataset/img/10_20_344.jpg,0
1220,Шымкент,HKR_dataset/img/10_20_7.jpg,0
1331,Шымкент,HKR_dataset/img/10_20_238.jpg,0
1460,Шымкент,HKR_dataset/img/10_19_183.jpg,0
1612,Шымкент,HKR_dataset/img/10_20_155.jpg,0
1665,Шымкент,HKR_dataset/img/10_20_436.jpg,0
1862,Шымкент,HKR_dataset/img/10_20_220.jpg,0
1942,Шымкент,HKR_dataset/img/10_20_363.jpg,0
2046,Шымкент,HKR_dataset/img/10_20_293.jpg,0
2050,Шымкент,HKR_dataset/img/10_20_237.jpg,0
2064,Шымкент,HKR_dataset/img/10_20_416.jpg,0
2099,Шымкент,HKR_dataset/img/13_13_200.jpg,0
2167,Шымкент,HKR_dataset/img/10_20_443.jpg,0
2200,Шымкент,HKR_dataset/img/10_20_229.jpg,0
2344,Шымкент,HKR_dataset/img/10_20_91.jpg,0
2417,Шымкент,HKR_dataset/img/10_20_154.jpg,0
2498,Шымкент,HKR_dataset/img/10_20_318.jpg,0
2858,Шымкент,HKR_dataset/img/10_20_331.jpg,0
2894,Шымкент,HKR_dataset/img/10_20_150.jpg,0
3007,Шымкент,HKR_dataset/img/10_20_394.jpg,0
3019,Шымкент,HKR_dataset/img/10_20_172.jpg,0
3539,Шымкент,HKR_dataset/img/10_20_360.jpg,0
3622,Шымкент,HKR_dataset/img/10_20_141.jpg,0
3825,Шымкент,HKR_dataset/img/10_20_56.jpg,0
3845,Шымкент,HKR_dataset/img/10_20_323.jpg,0
4007,Шымкент,HKR_dataset/img/10_20_82.jpg,0
4296,Шымкент,HKR_dataset/img/10_20_230.jpg,0
4362,Шымкент,HKR_dataset/img/10_20_452.jpg,0
4474,Шымкент,HKR_dataset/img/13_13_174.jpg,0
4525,Шымкент,HKR_dataset/img/10_19_232.jpg,0
4623,Шымкент,HKR_dataset/img/13_13_170.jpg,0
4655,Шымкент,HKR_dataset/img/10_20_203.jpg,0
4694,Шымкент,HKR_dataset/img/10_20_342.jpg,0
4776,Шымкент,HKR_dataset/img/10_20_264.jpg,0
4963,Шымкент,HKR_dataset/img/10_20_450.jpg,0
5079,Шымкент,HKR_dataset/img/10_20_332.jpg,0
5089,Шымкент,HKR_dataset/img/10_20_383.jpg,0
5134,Шымкент,HKR_dataset/img/13_13_199.jpg,0
5277,Шымкент,HKR_dataset/img/10_20_186.jpg,0
5370,Шымкент,HKR_dataset/img/10_20_253.jpg,0
5449,Шымкент,HKR_dataset/img/10_20_189_.jpg,0
5474,Шымкент,HKR_dataset/img/10_20_207.jpg,0
5904,Шымкент,HKR_dataset/img/10_20_197.jpg,0
6697,Шымкент,HKR_dataset/img/10_20_198.jpg,0
7054,Шымкент,HKR_dataset/img/10_20_143.jpg,0
7060,Шымкент,HKR_dataset/img/13_13_182.jpg,0
7247,Шымкент,HKR_dataset/img/10_20_309.jpg,0
7570,Шымкент,HKR_dataset/img/10_20_299.jpg,0
7617,Шымкент,HKR_dataset/img/10_20_145.jpg,0
7668,Шымкент,HKR_dataset/img/10_20_338.jpg,0
7808,Шымкент,HKR_dataset/img/10_20_101.jpg,0
8004,Шымкент,HKR_dataset/img/10_20_285.jpg,0
8012,Шымкент,HKR_dataset/img/10_20_472.jpg,0
8070,Шымкент,HKR_dataset/img/10_20_177.jpg,0
8308,Шымкент,HKR_dataset/img/10_20_47.jpg,0
8327,Шымкент,HKR_dataset/img/13_13_153.jpg,0
8406,Шымкент,HKR_dataset/img/10_20_213.jpg,0
8523,Шымкент,HKR_dataset/img/10_20_337.jpg,0
8576,Шымкент,HKR_dataset/img/13_13_146.jpg,0
8826,Шымкент,HKR_dataset/img/10_20_62.jpg,0
9138,Шымкент,HKR_dataset/img/10_20_59.jpg,0
9555,Шымкент,HKR_dataset/img/10_20_174.jpg,0
9675,Шымкент,HKR_dataset/img/10_20_387.jpg,0
9789,Шымкент,HKR_dataset/img/10_19_98.jpg,0
10014,Шымкент,HKR_dataset/img/10_20_438.jpg,0
10018,Шымкент,HKR_dataset/img/10_19_53.jpg,0
10418,Шымкент,HKR_dataset/img/10_20_188.jpg,0
10451,Шымкент,HKR_dataset/img/10_20_433.jpg,0
10620,Шымкент,HKR_dataset/img/10_20_343.jpg,0
10641,Шымкент,HKR_dataset/img/10_20_171.jpg,0
10921,Шымкент,HKR_dataset/img/10_20_6.jpg,0
10953,Шымкент,HKR_dataset/img/13_13_161.jpg,0
11026,Шымкент,HKR_dataset/img/10_20_366.jpg,0
11327,Шымкент,HKR_dataset/img/10_20_448.jpg,0
11715,Шымкент,HKR_dataset/img/10_20_403.jpg,0
11965,Шымкент,HKR_dataset/img/10_20_444.jpg,0
12390,Шымкент,HKR_dataset/img/13_13_198.jpg,0
12670,Шымкент,HKR_dataset/img/10_20_67.jpg,0
12851,Шымкент,HKR_dataset/img/10_20_139.jpg,0
12908,Шымкент,HKR_dataset/img/10_20_78.jpg,0
12953,Шымкент,HKR_dataset/img/10_20_16.jpg,0
12969,Шымкент,HKR_dataset/img/10_20_222.jpg,0
12993,Шымкент,HKR_dataset/img/10_20_92.jpg,0
12997,Шымкент,HKR_dataset/img/10_20_288.jpg,0
13235,Шымкент,HKR_dataset/img/10_20_194.jpg,0
13241,Шымкент,HKR_dataset/img/10_20_77.jpg,0
13702,Шымкент,HKR_dataset/img/10_20_242.jpg,0
14657,Шымкент,HKR_dataset/img/10_20_123.jpg,0
14658,Шымкент,HKR_dataset/img/10_20_252.jpg,0
14907,Шымкент,HKR_dataset/img/10_20_199.jpg,0
14920,Шымкент,HKR_dataset/img/10_20_369.jpg,0
15127,Шымкент,HKR_dataset/img/10_20_413.jpg,0
15134,Шымкент,HKR_dataset/img/10_20_75.jpg,0
15163,Шымкент,HKR_dataset/img/10_20_192.jpg,0
15308,Шымкент,HKR_dataset/img/10_20_415.jpg,0
15336,Шымкент,HKR_dataset/img/10_20_31.jpg,0
15589,Шымкент,HKR_dataset/img/10_20_391.jpg,0
15630,Шымкент,HKR_dataset/img/13_13_192.jpg,0
15757,Шымкент,HKR_dataset/img/10_20_170.jpg,0
15935,Шымкент,HKR_dataset/img/10_20_464.jpg,0
16041,Шымкент,HKR_dataset/img/10_20_292.jpg,0
16292,Шымкент,HKR_dataset/img/10_20_130.jpg,0
16577,Шымкент,HKR_dataset/img/10_20_400.jpg,0
16614,Шымкент,HKR_dataset/img/10_20_206.jpg,0
16643,Шымкент,HKR_dataset/img/10_20_424.jpg,0
16951,Шымкент,HKR_dataset/img/10_20_95.jpg,0
16981,Шымкент,HKR_dataset/img/10_20_184.jpg,0
17175,Шымкент,HKR_dataset/img/10_20_365.jpg,0
17428,Шымкент,HKR_dataset/img/10_20_439.jpg,0
17584,Шымкент,HKR_dataset/img/10_20_434.jpg,0
17994,Шымкент,HKR_dataset/img/13_13_186.jpg,0
18163,Шымкент,HKR_dataset/img/10_20_273.jpg,0
18324,Шымкент,HKR_dataset/img/10_19_162.jpg,0
18370,Шымкент,HKR_dataset/img/10_19_43.jpg,0
18766,Шымкент,HKR_dataset/img/10_20_334.jpg,0
18796,Шымкент,HKR_dataset/img/10_20_160.jpg,0
18800,Шымкент,HKR_dataset/img/10_20_99.jpg,0
18866,Шымкент,HKR_dataset/img/10_20_313.jpg,0
18914,Шымкент,HKR_dataset/img/10_20_216.jpg,0
19224,Шымкент,HKR_dataset/img/10_20_33.jpg,0
19522,Шымкент,HKR_dataset/img/10_20_3.jpg,0
19594,Шымкент,HKR_dataset/img/13_13_151.jpg,0
19723,Шымкент,HKR_dataset/img/10_19_114.jpg,0
19835,Шымкент,HKR_dataset/img/10_20_291.jpg,0
20115,Шымкент,HKR_dataset/img/13_13_148.jpg,0
20857,Шымкент,HKR_dataset/img/10_20_14.jpg,0
20879,Шымкент,HKR_dataset/img/13_13_203.jpg,0
20991,Шымкент,HKR_dataset/img/10_20_55.jpg,0
21211,Шымкент,HKR_dataset/img/10_20_428.jpg,0
21361,Шымкент,HKR_dataset/img/10_20_442.jpg,0
21419,Шымкент,HKR_dataset/img/10_20_458.jpg,0
21424,Шымкент,HKR_dataset/img/10_20_354.jpg,0
21664,Шымкент,HKR_dataset/img/13_13_180.jpg,0
21808,Шымкент,HKR_dataset/img/10_20_127.jpg,0
22092,Шымкент,HKR_dataset/img/13_13_168.jpg,0
